,Name,Apps,Mins,Mins/Gm,Height,Weight,Age,Av Rat,Gls,Gls/90,Shot %,Pen/R,xG,Ch C/90,Asts/90,K Ps/90,Pas %,Cr C/A,Drb/90,Distance,Hdr %,K Tck,Fls,Int/90,Clear,Con/90,xSv %,Sv %,Svh,Svt,Svp,Pens Saved Ratio,PoM,Aer A/90,Off,Based,Tck R,CA,Saves,Saves/xSv%,Gls/xG,Dist/Mins,Transfer Value,Value
923,Marvin Friedrich,16,1440,90,194,80,26,7.46,1,0.06,0.13,0,0.6,0.2,0.06,0.25,0.94,0,0,167.2,0.85,4,10,3.31,129,0,0,0,0,0,0,0,2,12.62,0,Holland (Eredivisie),0.79,136,0,0,1.666666667,0.1161111111,€19.5M - €33M,26250000
924,Renato Tapia,12,997,83.08333333,185,80,27,6.93,1,0.09,0.22,0,0.62,0.09,0,0.09,0.94,0,0.18,123.2,0.65,0,16,2.8,91,0,0,0,0,0,0,0,0,12.91,0,Spain (LaLiga),0.33,143,0,0,1.612903226,0.1235707121,€12.5M - €21M,16750000
925,Maxime Lopez,13,1115,85.76923077,167,58,24,7.05,0,0,0.5,0,1.52,0.52,0.24,1.13,0.89,0.11,0.4,147,0.83,0,16,1.86,17,0,0,0,0,0,0,0,1,2.91,1,Italy (Serie A),0.69,142,0,0,0,0.131838565,€13.5M - €23M,18250000
926,Morten Thorsby,13,1170,90,189,79,26,7.25,1,0.08,0.3,0,0.88,0.31,0.15,1.15,0.89,0.45,0.15,157,0.8,0,12,1.15,27,0,0,0,0,0,0,0,1,5.38,0,Italy (Serie A),0.77,134,0,0,1.136363636,0.1341880342,€6.2M - €10M,8100000
927,Becir Omeragic,13,1139,87.61538462,187,76,20,7.06,0,0,0.25,0,0.34,0,0,0.24,0.93,1,0.16,132.2,0.83,3,10,2.05,105,0,0,0,0,0,0,0,1,12.56,0,Italy (Serie A),0.81,134,0,0,0,0.1160667252,€9M - €12M,10500000
928,Mamadou Coulibaly,11,1004,91.27272727,183,75,23,6.98,1,0.09,0.29,0,0.4,0.1,0.09,0.27,0.93,0.2,0.54,139.4,0.75,0,15,0.9,8,0,0,0,0,0,0,0,0,4.66,0,Italy (Serie A),0.89,136,0,0,2.5,0.1388446215,€9.8M - €16M,12900000
929,Richard Sánchez,13,1153,88.69230769,176,74,26,7.05,2,0.16,0.44,0,1.49,1.42,0,0.47,0.86,0,0.23,92.5,0.5,0,15,0.86,14,0,0,0,0,0,0,0.92,0,0.94,0,Mexico (Liga BBVA MX),0.92,137,0,0,1.342281879,0.0802254987,€1M - €10M,5500000
930,Martin Erlić,13,1170,90,192,82,24,7.08,1,0.08,0.75,0,0.21,0.08,0.08,0.15,0.96,1,0,140.1,0.86,3,8,3,101,0,0,0,0,0,0,0,1,12.46,0,Italy (Serie A),0.65,142,0,0,4.761904762,0.1197435897,€14.5M - €18M,16250000
931,Emil Audero,15,1380,92,192,83,25,6.69,0,0,0,0,0,0,0,0,0.6,0,0,93.8,0,0,0,0,0,1.04,0,-0.04,10,4,19,0,1,0,0,Italy (Serie A),0,134,33,0,0,0.06797101449,€250K - €2.6M,1425000
932,Nicolas Haas,14,1150,82.14285714,178,74,26,7.01,1,0.08,0.2,0,0.47,0.25,0.16,1.41,0.91,0.26,0.08,159.2,0.61,0,19,0.63,17,0,0,0,0,0,0,0,0,4.23,1,Italy (Serie A),0.86,128,0,0,2.127659574,0.1384347826,€4.7M - €9.8M,7250000
933,Djibril Sidibé,14,1210,86.42857143,182,71,30,6.84,1,0.07,0.33,0,0.2,0.36,0,1.41,0.91,0.28,1.19,155.9,0.84,1,21,2.68,46,0,0,0,0,0,0,0,0,6.32,4,England (Premier League),0.72,131,0,0,5,0.1288429752,€550K - €5.6M,3075000
934,Leonardo Balerdi,12,1080,90,187,76,23,6.95,0,0,0,0,0.52,0.25,0,0,0.94,0,0,122.5,0.76,1,8,2.5,87,0,0,0,0,0,0,0,0,13.83,0,France (Ligue 1),0.83,139,0,0,0,0.1134259259,€12.5M - €21M,16750000
935,Kristoffer Ajer,19,1710,90,196,84,24,7.33,2,0.11,0.33,0,0.98,0.58,0.05,0.26,0.94,0.66,0.26,202.7,0.85,3,16,2.32,152,0,0,0,0,0,0,0,3,12.68,2,England (EFL Championship),0.87,143,0,0,2.040816327,0.1185380117,€40M,20000002
936,Mattias Svanberg,16,1440,90,185,77,23,7.1,1,0.06,0.28,0,1.87,0.33,0.06,1.69,0.9,0.23,0.5,209.7,0.62,0,11,1.5,19,0,0,0,0,0,0,0,1,3.12,0,Italy (Serie A),0.78,137,0,0,0.5347593583,0.145625,€13M - €17M,15000000
937,Jemerson,13,1170,90,184,77,30,6.83,0,0,0,0,0.36,0.17,0.08,0.23,0.95,0,0.15,135.8,0.79,3,9,3,103,0,0,0,0,0,0,0,0,11.69,0,England (Premier League),1,133,0,0,0,0.1160683761,€5.2M - €7M,6100000
938,Jens Cajuste,13,1025,78.84615385,188,77,23,6.91,0,0,0.33,0,0.28,0,0,1.14,0.89,0,0.26,146.1,0.82,1,9,0.97,26,0,0,0,0,0,0,0,0,4.92,0,France (Ligue 1),0.97,128,0,0,0,0.1425365854,€9.4M - €12M,10700000
939,Shkodran Mustafi,12,984,82,184,82,30,7,0,0,0.5,0,0.11,0,0.09,0.09,0.95,0.5,0.09,109.6,0.92,2,14,2.93,91,0,0,0,0,0,0,0,0,12.53,0,Spain (LaLiga),0.73,135,0,0,0,0.1113821138,€9.2M - €11.5M,10350000
940,Jordan Ferri,12,1069,89.08333333,173,73,30,7.04,3,0.25,0.67,0,1.46,0.59,0.08,0.93,0.9,0.16,0.25,143.6,0.53,2,25,1.09,22,0,0,0,0,0,0,0,0,2.86,0,France (Ligue 1),0.83,134,0,0,2.054794521,0.1343311506,€9M - €12M,10500000
941,André Onana,13,1170,90,192,93,26,7.12,0,0,0,0,0,0,0,0,0.82,0,0,84.9,0,0,0,0,0,1.23,0,-0.03,7,6,26,0,1,0,0,Italy (Serie A),0.5,154,39,0,0,0.07256410256,€29M - €47M,38000000
942,Patrik Hrosovsky,13,987,75.92307692,172,67,30,7.07,3,0.27,0.5,0.67,3,0.12,0.09,1.19,0.89,0.26,0.18,139.2,0.7,0,25,0.73,20,0,0,0,0,0,0,0.67,2,3.65,1,Belgium (Pro League),0.67,125,0,0,1,0.1410334347,€160K - €1.6M,880000
943,Yeray,15,1337,89.13333333,182,79,27,6.89,1,0.07,0.29,0,0.54,0.18,0,1.14,0.96,0.12,0.2,172.3,0.71,2,28,3.57,84,0,0,0,0,0,0,0,0,8.28,1,Spain (LaLiga),0.82,142,0,0,1.851851852,0.1288706058,€53M - €70M,61500000
944,Paulo Bernardo,13,1091,83.92307692,185,78,20,6.94,0,0,0.07,0,2.2,1.16,0.16,1.73,0.89,0.33,0.16,158.8,0.79,0,8,0.66,23,0,0,0,0,0,0,0,0,5.53,1,Portugal (Primeira Liga),0.7,147,0,0,0,0.1455545371,€49M - €61M,55000000
945,Álvaro Fernández,17,1530,90,186,75,24,7.15,0,0,0,0,0,0,0,0.06,0.83,0,0,109.3,0,0,0,0.06,0,1,-221.58,-0.02,12,8,32,0,1,0,0,France (Ligue 1),0,149,52,-0.2346782201,0,0.0714379085,€8.2M - €11M,9600000
946,Unai Vencedor,14,1304,93.14285714,176,71,21,7.08,4,0.28,0.55,0,1.52,0.45,0.07,1.04,0.9,0,0.14,180.9,0.7,1,9,1.52,30,0,0,0,0,0,0,0,2,3.87,0,Spain (LaLiga),0.76,147,0,0,2.631578947,0.1387269939,€78M - €104M,91000000
947,João Palhinha,20,1653,82.65,190,83,27,7.15,3,0.16,0.45,0,1.91,1.03,0.16,0.6,0.92,0.54,0.11,216.3,0.81,1,40,1.8,47,0,0,0,0,0,0,0,1,7.35,1,Portugal (Primeira Liga),0.79,151,0,0,1.570680628,0.1308529946,€36M - €45M,40500000
948,Morteza Pouraliganji,28,2520,90,182,75,30,6.96,3,0.11,0.3,0,1.27,0.14,0.07,0.43,0.91,0.2,0,236,0.83,0,30,0.36,50,0,0,0,0,0,0,0,0,2.79,0,China (CFA Super League),0.84,108,0,0,2.362204724,0.09365079365,€3.1M - €6.8M,4950000
949,Pedrinho,17,1257,73.94117647,172,65,24,7.08,2,0.14,0.38,0,2.39,0.9,0.14,1.29,0.82,0.24,1.15,147.6,0.54,0,12,1,9,0,0,0,0,0,0,0,1,2.94,0,Ukraine (Favbet Liha),0.57,130,0,0,0.8368200837,0.1174224344,€22M - €27M,24500000
950,Cristian Romero,18,1593,88.5,185,79,24,7.1,0,0,0.14,0,0.69,0.24,0.11,0.28,0.97,0,0.11,179.8,0.81,2,27,2.15,151,0,0,0,0,0,0,0,1,11.64,1,Italy (Serie A),0.75,157,0,0,0,0.112868801,€73M - €89M,81000000
951,Odysseas Vlachodimos,19,1710,90,191,76,28,7.02,0,0,0,0,0,0,0,0.11,0.55,0,0,114,0,0,0,0,0,0.84,-18.31,-0.04,16,10,22,0,1,0,0,Portugal (Primeira Liga),1,146,48,-2.621518296,0,0.06666666667,€31M - €52M,41500000
952,Luan Peres,13,1024,78.76923077,190,74,28,6.87,1,0.09,0.4,0,0.25,0.12,0,0,0.95,0,0.18,115,0.79,0,21,1.85,93,0,0,0,0,0,0,0,0,12.92,1,France (Ligue 1),0.83,135,0,0,4,0.1123046875,€6M - €10M,8000000
953,Teenage Hadebe,34,3021,88.85294118,181,74,27,7.06,2,0.06,0.17,0,1.22,0.06,0.09,0.27,0.84,0.07,0.09,137.2,0.71,0,63,0.45,33,0,0,0,0,0,0,0,0,1.97,0,U.S.A. (MLS),0.92,120,0,0,1.639344262,0.04541542536,€325K - €3.3M,1812500
954,Maycon,14,1216,86.85714286,175,76,25,7.09,3,0.22,0.36,0,2.4,0.71,0.15,1.11,0.89,0.45,0.22,142.3,0.56,0,14,0.59,11,0,0,0,0,0,0,0,1,2.52,3,Ukraine (Favbet Liha),0.7,141,0,0,1.25,0.1170230263,€39M - €52M,45500000
955,Boubacar Kamara,18,1566,87,184,68,22,7.04,1,0.06,0.17,0,1.3,0.47,0.06,0.92,0.91,0.66,0.06,216.1,0.77,3,13,1.15,35,0,0,0,0,0,0,0,0,5.86,2,Italy (Serie A),0.74,148,0,0,0.7692307692,0.1379948914,€27M - €44M,35500000
956,Sebastián Vegas,14,1229,87.78571429,183,80,25,7.01,0,0,0.14,0,0.52,0.08,0,0.88,0.92,0.3,0.07,157,0.87,2,15,2.71,91,0,0,0,0,0,0,0,0,9.23,2,England (Premier League),0.62,151,0,0,0,0.1277461351,€19.5M - €33M,26250000
957,Diego Demme,13,1027,79,170,68,30,6.93,0,0,0.2,0,0.22,0,0,0.44,0.92,0.16,0,140.5,0.62,0,30,1.05,19,0,0,0,0,0,0,0,0,3.24,0,Italy (Serie A),0.95,141,0,0,0,0.1368062317,€4.9M - €6.6M,5750000
958,Omar Colley,11,1005,91.36363636,191,87,30,6.77,0,0,0,0,0.29,0,0.09,0.09,0.94,0,0.09,119.4,0.76,2,13,2.6,87,0,0,0,0,0,0,0,0,13.16,2,Italy (Serie A),1,133,0,0,0,0.1188059701,€3.9M - €8.2M,6050000
959,Gian Marco Ferrari,15,1310,87.33333333,189,82,30,7.13,1,0.07,0.25,0,0.41,0,0,0.07,0.94,0,0,145.4,0.82,2,14,3.09,116,0,0,0,0,0,0,0,1,11.82,1,Italy (Serie A),0.85,142,0,0,2.43902439,0.1109923664,€7.6M - €12.5M,10050000
960,Alban Lafont,14,1260,90,193,82,23,6.98,0,0,0,0,0,0,0,0,0.63,0,0,87.4,0,0,0,0,0,1.43,0,-0.01,17,7,29,0,1,0,0,France (Ligue 1),0,137,53,0,0,0.06936507937,€19.5M - €33M,26250000
961,Zeki Çelik,13,1170,90,180,78,25,7.02,1,0.08,0.3,0,0.57,0.23,0.08,1,0.94,0.11,1.69,175.2,0.72,2,10,3.46,52,0,0,0,0,0,0,0,1,7.62,4,France (Ligue 1),0.83,139,0,0,1.754385965,0.1497435897,€12M - €19.5M,15750000
962,Christian Kabasele,13,1170,90,188,86,31,6.98,0,0,0,0,0.1,0,0.15,0.15,0.86,0,0.08,61.2,0.68,1,7,0.85,58,0,0,0,0,0,0,0,0,6.23,0,Mexico (Liga BBVA MX),0.89,126,0,0,0,0.05230769231,€4.7M - €6.2M,5450000
963,Max Kilman,14,1222,87.28571429,194,89,25,7.05,0,0,0.33,0,0.57,0,0.15,0.52,0.93,0,0.22,138.2,0.78,1,7,2.5,118,0,0,0,0,0,0,0,0,11.56,0,England (Premier League),0.8,140,0,0,0,0.1130932897,€35M - €59M,47000000
964,Gerónimo Rulli,11,960,87.27272727,189,84,30,6.97,0,0,0,0,0,0,0,0.19,0.62,0,0,66.5,0,0,0,0,0,0.94,0,-0.03,8,1,8,0,1,0,0,Italy (Serie A),0,146,17,0,0,0.06927083333,€17M - €22M,19500000
965,Rob Holding,19,1769,93.10526316,188,82,27,7.15,0,0,0.08,0,0.87,0.67,0,0.1,0.95,0,0.1,192.4,0.85,4,14,2.85,138,0,0,0,0,0,0,0,1,12.72,3,Portugal (Primeira Liga),0.79,140,0,0,0,0.1087620124,€20M - €24M,22000000
966,Ibrahim Amadou,15,1093,72.86666667,184,81,29,6.81,0,0,0.3,0,0.85,0.16,0,0.33,0.88,1,0,154,0.8,0,29,0.99,26,0,0,0,0,0,0,0,0,7.25,1,England (EFL Championship),0.59,127,0,0,0,0.1408966148,€9.2M - €12.5M,10850000
967,Patric,13,1170,90,184,72,29,7.25,0,0,0,0,0.2,0.08,0.15,0.23,0.95,0,0.08,130.2,0.78,2,16,2.46,106,0,0,0,0,0,0,0,1,12.08,2,Italy (Serie A),0.82,137,0,0,0,0.1112820513,€6.8M - €9.2M,8000000
968,Paulo Díaz,28,2520,90,180,70,28,7.19,0,0,0.13,0,1.08,0,0,0.11,0.92,0,0.07,208.4,0.76,4,29,1.79,163,0,0,0,0,0,0,0,1,8.11,1,Argentina (Liga Profesional),0.8,137,0,0,0,0.0826984127,€4.4M - €9.4M,6900000
969,Luciano Acosta,33,2970,90,161,59,28,6.88,2,0.06,0.34,1,2.88,0.06,0.06,0.36,0.78,0.25,0.45,159.7,0.56,0,26,0.45,13,0,0,0,0,0,0,0.68,0,2.27,0,U.S.A. (MLS),0.68,126,0,0,0.6944444444,0.05377104377,€1M - €9.8M,5400000
970,Max Aarons,16,1440,90,169,63,22,7.61,1,0.06,0.26,0,2.75,0.25,0.12,1.31,0.93,0.32,3.25,206.8,0.76,3,18,3.88,50,0,0,0,0,0,0,0,5,7.06,7,England (EFL Championship),0.74,149,0,0,0.3636363636,0.1436111111,€50M - €62M,56000000
971,Florian Grillitsch,11,945,85.90909091,187,77,27,7.15,3,0.29,0.5,0,1.46,1.14,0.38,1.71,0.87,0.2,0.57,133.7,0.75,0,14,0.48,18,0,0,0,0,0,0,0,0,7.62,4,Italy (Serie A),0.63,145,0,0,2.054794521,0.1414814815,€44M - €73M,58500000
972,Baptiste Santamaria,13,1281,98.53846154,183,81,27,7.27,1,0.07,0.21,0,1.95,0.31,0.21,1.41,0.91,0.08,0.42,172.5,0.62,0,17,1.05,16,0,0,0,0,0,0,0,1,3.86,0,France (Ligue 1),0.91,138,0,0,0.5128205128,0.1346604215,€8.6M - €11.5M,10050000
973,Ante Majstorović,28,2467,88.10714286,185,76,28,6.95,0,0,0,0,0.49,0.11,0.04,1.2,0.89,0.2,1.79,323.4,0.79,2,72,2.3,85,0,0,0,0,0,0,0,0,7.08,13,China (CFA Super League),0.88,119,0,0,0,0.1310903932,€1.1M - €11M,6050000
974,Nicolás Otamendi,19,1710,90,183,80,34,7.14,1,0.05,0.2,0,0.54,0.35,0,0.32,0.94,0.12,0.16,207.1,0.77,3,30,2.89,122,0,0,0,0,0,0,0,0,10.21,3,Portugal (Primeira Liga),0.88,151,0,0,1.851851852,0.1211111111,€2.5M,1250001
975,Omar Alderete,15,1317,87.8,188,92,25,7.03,1,0.07,0.5,0,0.76,0.09,0,0.14,0.95,0,0,148.6,0.9,2,14,3.14,108,0,0,0,0,0,0,0,1,13.19,0,Spain (LaLiga),0.77,141,0,0,1.315789474,0.1128321944,€29M - €36M,32500000
976,Jean-Clair Todibo,16,1440,90,190,88,22,7.03,1,0.06,0.38,0,0.28,0,0,0.12,0.96,0,0.06,170.9,0.87,0,9,2.44,126,0,0,0,0,0,0,0,1,12.75,1,France (Ligue 1),0.62,139,0,0,3.571428571,0.1186805556,€31M - €41M,36000000
977,Jorman Campuzano,30,2557,85.23333333,177,73,26,7.21,5,0.18,0.31,0,2.12,0.68,0.21,0.84,0.87,0.15,0.14,285.2,0.74,0,37,0.84,42,0,0,0,0,0,0,0,3,2.6,0,Argentina (Liga Profesional),0.8,131,0,0,2.358490566,0.1115369574,€850K - €8.8M,4825000
978,Rúben Semedo,19,1700,89.47368421,189,84,28,7.1,3,0.16,0.67,0,2.08,0,0.05,0.05,0.96,0,0.21,196.5,0.88,1,28,2.59,156,0,0,0,0,0,0,0,2,12.71,3,Portugal (Primeira Liga),0.44,137,0,0,1.442307692,0.1155882353,€14.5M - €24M,19250000
979,Samuele Ricci,15,1333,88.86666667,181,70,21,6.9,1,0.07,0.22,0,0.8,0.22,0.14,1.01,0.87,0.5,0,186.6,0.75,0,8,0.95,25,0,0,0,0,0,0,0,1,3.51,1,Italy (Serie A),0.79,134,0,0,1.25,0.1399849962,€23M - €38M,30500000
980,Francisco Ginella,17,1747,102.7647059,183,74,23,6.97,3,0.15,0.42,0,1.61,0.59,0.31,0.93,0.88,0.35,0.77,228.8,0.72,0,29,1.24,28,0,0,0,0,0,0,0,1,3.66,2,U.S.A. (MLS),0.93,125,0,0,1.863354037,0.1309673726,€6.4M - €8M,7200000
981,Oscar Romero,23,2049,89.08695652,176,74,30,6.85,1,0.04,0.45,0,1.28,0.14,0.04,1.32,0.85,0.24,1.05,201.7,0.62,2,35,2.28,45,0,0,0,0,0,0,0,1,4.39,3,Argentina (Liga Profesional),0.8,131,0,0,0.78125,0.09843826257,€375K - €3.7M,2037500
982,Davide Frattesi,15,1350,90,184,74,23,7.01,1,0.07,0.41,0,1.51,0.21,0.07,0.67,0.85,0.4,0.73,188.4,0.77,0,28,1.27,15,0,0,0,0,0,0,0,0,3.47,3,Italy (Serie A),0.63,144,0,0,0.6622516556,0.1395555556,€23M - €28M,25500000
983,Mohammed Salisu,16,1413,88.3125,191,81,23,7.28,1,0.06,0.5,0,0.44,0.49,0,0.13,0.96,0,0.06,167.7,0.85,3,9,2.74,123,0,0,0,0,0,0,0,2,13.57,0,England (EFL Championship),0.83,147,0,0,2.272727273,0.1186836518,€22M - €35M,28500000
984,Álex Remiro,18,1620,90,192,80,27,7.18,0,0,0,0,0,0,0,0,0.82,0,0,116.3,0,0,0,0,0,0.89,0,-0.03,11,6,33,0,2,0,0,Spain (LaLiga),1,151,50,0,0,0.07179012346,€37M - €62M,49500000
985,Aritz Elustondo,13,1101,84.69230769,182,72,28,7.13,0,0,0,0,0.37,0.11,0.08,0.08,0.92,0,0,135.4,0.81,1,13,3.76,100,0,0,0,0,0,0,0,0,12.43,1,Spain (LaLiga),0.7,145,0,0,0,0.1229791099,€42M - €70M,56000000
986,Guglielmo Vicario,15,1288,85.86666667,194,83,26,6.81,0,0,0,0,0,0,0,0.14,0.57,0,0,82.2,0,0,0,0,0,1.68,0,-0.02,14,9,31,0,1,0,0,Italy (Serie A),0,143,54,0,0,0.06381987578,€2.6M - €5.6M,4100000
987,Walter Benítez,18,1591,88.38888889,191,91,29,7.18,0,0,0,0,0,0,0,0.11,0.64,0,0,105.5,0,0,0,0,0,1.13,-24.67,-0.02,17,6,24,0,2,0,0,France (Ligue 1),0,143,47,-1.905147953,0,0.06631049654,€11.5M - €19M,15250000
988,Sandro Tonali,19,1651,86.89473684,181,79,22,7.26,3,0.16,0.46,0,3.02,0.42,0.38,1.2,0.87,0.31,0.6,230.9,0.74,0,26,1.2,24,0,0,0,0,0,0,0,2,3.92,2,Italy (Serie A),0.75,164,0,0,0.9933774834,0.1398546336,€88M - €108M,98000000
989,Jurriën Timber,19,1666,87.68421053,179,72,21,7.06,0,0,0.29,0,0.36,0.12,0,0.16,0.95,0.3,0.97,206.7,0.77,2,13,3.19,137,0,0,0,0,0,0,0,0,12.1,0,Holland (Eredivisie),0.69,148,0,0,0,0.1240696279,€49M - €81M,65000000
990,Lutsharel Geertruida,14,1280,91.42857143,184,79,22,6.81,0,0,0.25,0,0.24,0.55,0,0.56,0.94,0.43,0.56,152.4,0.71,3,9,2.81,98,0,0,0,0,0,0,0,0,8.79,0,France (Ligue 1),0.76,143,0,0,0,0.1190625,€52M - €83M,67500000
991,Jack O'Connell,15,1350,90,190,85,28,7.03,0,0,0.2,0,0.91,0,0.07,0.2,0.93,0,0,149.5,0.78,1,10,2.87,125,0,0,0,0,0,0,0,0,13.27,0,England (Premier League),0.94,137,0,0,0,0.1107407407,€32M - €43M,37500000
992,Marin Pongračić,11,1078,98,190,95,25,7.09,1,0.08,0.17,0,1.28,0.34,0.08,0.5,0.94,0.16,0.58,122.1,0.83,4,13,2.5,92,0,0,0,0,0,0,0,0,11.19,1,Germany (Bundesliga),0.87,141,0,0,0.78125,0.1132653061,€16M - €25M,20500000
993,Pablo Rosario,17,1394,82,188,83,25,7.27,3,0.19,0.38,0,3.3,0.91,0.13,0.97,0.9,0.41,0.13,197.9,0.78,0,20,1.1,25,0,0,0,0,0,0,0,2,6.13,2,France (Ligue 1),0.42,141,0,0,0.9090909091,0.1419655667,€19M - €32M,25500000
994,Léo Dubois,12,1006,83.83333333,178,64,28,6.94,0,0,0,0,0.96,0.13,0.09,2.06,0.93,0.16,0.98,146.5,0.83,1,17,2.15,39,0,0,0,0,0,0,0,0,7.51,4,France (Ligue 1),0.8,136,0,0,0,0.1456262425,€5.6M - €9.4M,7500000
995,Erick Pulgar,11,980,89.09090909,187,74,28,6.89,0,0,0.5,0,0.81,0.19,0.09,1.01,0.9,0.27,0.09,133,0.63,0,20,1.29,12,0,0,0,0,0,0,0,0,6.43,1,Italy (Serie A),0.79,138,0,0,0,0.1357142857,€8M - €13M,10500000
996,Luis Milla,14,1246,89,175,68,28,7.07,2,0.14,0.36,1,1.43,0.36,0,1.16,0.91,0.38,0.36,170.9,0.63,0,18,1.08,18,0,0,0,0,0,0,0.79,1,3.68,0,Spain (LaLiga),0.79,138,0,0,1.398601399,0.1371589085,€12M - €14.5M,13250000
997,Matheus Reis,18,1633,90.72222222,184,79,27,7.06,0,0,0.25,0,0.95,1.27,0.22,1.1,0.92,0.27,0.77,215.2,0.78,2,24,2.59,96,0,0,0,0,0,0,0,1,8.43,5,Portugal (Primeira Liga),0.69,139,0,0,0,0.1317819963,€6.6M - €11M,8800000
998,Edson Álvarez,12,1068,89,185,73,25,7.08,2,0.17,0.63,0,0.53,0.33,0.08,1.35,0.93,0.18,0.25,147.8,0.75,2,22,2.19,41,0,0,0,0,0,0,0,1,7.08,0,Germany (Bundesliga),0.96,146,0,0,3.773584906,0.1383895131,€38M - €49M,43500000
999,Weston McKennie,11,791,71.90909091,185,84,24,6.87,0,0,0.33,0,0.64,0.43,0,0.46,0.92,0.28,0.46,115.6,0.63,1,12,0.8,11,0,0,0,0,0,0,0,0,2.73,0,Italy (Serie A),0.8,150,0,0,0,0.1461441214,€15.5M - €20M,17750000
1000,Martín Zubimendi,15,1151,76.73333333,181,74,23,7.25,0,0,0.17,0,0.53,0.09,0,1.41,0.96,0.5,0.23,155.1,0.66,2,9,0.78,43,0,0,0,0,0,0,0,1,6.41,0,Spain (LaLiga),0.95,144,0,0,0,0.1347523892,€58M - €71M,64500000
1001,Maciej Rybus,13,1170,90,173,75,33,6.85,0,0,0.25,0,0.66,0,0.15,0.62,0.82,0.19,0.15,73.8,0.72,1,16,1.62,18,0,0,0,0,0,0,0,1,2.46,0,Russia (Premier Liga),0.94,123,0,0,0,0.06307692308,€220K - €2.2M,1210000
1002,Milan Badelj,12,902,75.16666667,186,76,33,6.79,0,0,0.5,0,0.07,0.1,0,0.6,0.94,0,0.1,124.4,0.53,1,16,1,17,0,0,0,0,0,0,0,1,5.49,0,Italy (Serie A),0.94,132,0,0,0,0.1379157428,€1.4M - €3.1M,2250000
1003,Lucas Martínez Quarta,13,1170,90,183,78,26,7.09,0,0,0,0,0.08,0.17,0,0,0.95,0,0.15,138,0.73,2,18,2.15,101,0,0,0,0,0,0,0,1,12.77,0,Italy (Serie A),0.67,143,0,0,0,0.1179487179,€13M - €21M,17000000
1004,Mouctar Diakhaby,11,950,86.36363636,192,80,25,6.96,0,0,0.29,0,0.81,0,0.09,0.09,0.94,0,0,113.5,0.84,1,10,2.18,83,0,0,0,0,0,0,0,1,12.69,0,Spain (LaLiga),0.91,142,0,0,0,0.1194736842,€18M - €24M,21000000
1005,Robin Le Normand,15,1428,95.2,187,80,25,7.19,0,0,0,0,0.29,0,0,0.06,0.93,0,0,170.4,0.82,3,9,2.52,126,0,0,0,0,0,0,0,0,14.68,0,Spain (LaLiga),0.92,149,0,0,0,0.1193277311,€56M - €93M,74500000
1006,Axel Tuanzebe,14,1144,81.71428571,185,75,24,7.15,1,0.08,0.25,0,0.37,0.12,0,0,0.97,0,0.08,131,0.76,3,10,2.44,105,0,0,0,0,0,0,0,2,11.25,1,Portugal (Primeira Liga),0.85,138,0,0,2.702702703,0.1145104895,€20M - €26M,23000000
1007,Thilo Kehrer,13,1170,90,186,76,26,6.96,0,0,0,0,0.01,0,0,0.15,0.92,0,0,133.4,0.78,1,13,2.38,111,0,0,0,0,0,0,0,0,12.38,0,Italy (Serie A),0.31,137,0,0,0,0.114017094,€5.6M - €9.2M,7400000
1008,Rolando Mandragora,15,1203,80.2,183,75,25,7.09,1,0.07,0.33,0,0.36,0.64,0.15,1.5,0.87,0.3,0.22,158.3,0.63,0,15,1.27,34,0,0,0,0,0,0,0,0,5.31,1,Italy (Serie A),0.79,137,0,0,2.777777778,0.1315876974,€6.8M - €11.5M,9150000
1009,Pau López,18,1620,90,189,77,27,7.31,0,0,0,0,0,0,0,0.06,0.9,0,0,109,0,0,0,0,0,1,0,-0.02,9,13,27,0,3,0,0,France (Ligue 1),0,141,49,0,0,0.06728395062,€27M - €44M,35500000
1010,Domagoj Vida,15,1213,80.86666667,184,76,33,6.85,0,0,0.25,0,0.65,0.32,0.07,0.07,0.91,0,0.22,144.4,0.87,1,22,2,128,0,0,0,0,0,0,0,0,14.32,1,Turkey (Süper Lig),0.73,128,0,0,0,0.1190436933,€3.4M - €7.2M,5300000
1011,Çağlar Söyüncü,12,1059,88.25,185,81,26,7.28,1,0.08,0.5,0,0.37,0,0,0,0.95,0,0.17,116.8,0.84,2,14,3.06,88,0,0,0,0,0,0,0,1,12.75,1,England (Premier League),0.86,155,0,0,2.702702703,0.110292729,€34M - €58M,46000000
1012,Aurélien Tchouameni,19,1563,82.26315789,187,81,22,7.07,3,0.17,0.22,0,3.76,0.81,0.12,1.21,0.88,0.5,0.35,212.2,0.82,3,17,1.21,38,0,0,0,0,0,0,0,0,5.01,1,France (Ligue 1),0.71,154,0,0,0.7978723404,0.1357645553,€89M - €148M,118500000
1013,Ben Mee,13,1170,90,183,74,33,7.08,0,0,0,0,0,0,0,0.15,0.96,0,0,136.4,0.83,2,17,2.69,108,0,0,0,0,0,0,0,0,12.08,0,England (Premier League),0.64,136,0,0,0,0.1165811966,€20M - €26M,23000000
1014,Eric García,13,1143,87.92307692,182,78,21,7.33,2,0.16,0.29,0,0.46,0,0,0.55,0.93,0.25,0.63,146.3,0.73,2,11,2.91,74,0,0,0,0,0,0,0,0,10.39,1,Spain (LaLiga),0.9,153,0,0,4.347826087,0.1279965004,€72M - €93M,82500000
