user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Layla David,Proud Leo 💚,"IT IS TRUE THAT MEN RULE THE WORLD..
BUT WOMEN ARE THE ONCE WHO RULE AND CONTROL MEN✌♥️@realmadrid @ManUtd @Cristiano @RafaelNadal @TomCruise @NikosVertis",2020-01-03 19:10:32,845,399,30663,FALSE,2022-05-31 23:17:35,"FINALLLLLYY finallllly 
My fucking GOAT did it agaaain 🐐🐐🔥🔥😭😭👑👑😍😍😍🤩🤩🤩❤❤❤💃💃💃💃
#APorLa14 #RafaelNadal𓃵 #RolandGarros","['APorLa14', 'RafaelNadal𓃵', 'RolandGarros']",Twitter for Android,FALSE
Jonathan Higgins,Dublin,Sports broadcaster and journalist |Do bits for @offtheball |📺@IrelandAMVMTV @TheRedMenTV | @playipredict ✍ @Thisisanfield | 🎙@LMFMRADIO |Views my own,2009-02-24 15:44:22,15452,11460,25144,FALSE,2022-05-31 23:17:33,"Staggering, infact I don't have the words to describe how good that was from Nadal. Two absolute gladiators of the game. #RafaelNadal𓃵",['RafaelNadal𓃵'],Twitter for Android,FALSE
Christian Garaud ܟܪܝܣܬܝܐܢ,"Paris, France","🇱🇧 Wanderer, Cigars Aficionado, Whisky & Wine lover, foodie and Blogger in my spare time.",2007-05-31 10:30:43,140,462,2052,FALSE,2022-05-31 23:17:32,"Well done #RafaelNadal𓃵 
Great match #RolandGarros","['RafaelNadal𓃵', 'RolandGarros']",Twitter for iPhone,FALSE
Ryan Sloan,Glasgow,"Criminal lawyer at Aamer Anwar & Co, Stranraer ex-pat, wit and raconteur.",2013-03-14 21:37:36,739,1275,2782,FALSE,2022-05-31 23:17:32,Sport at its absolute finest. Two incredible gladiators. #FrenchOpen2022 #RafaelNadal𓃵 #VamosRafa,"['FrenchOpen2022', 'RafaelNadal𓃵', 'VamosRafa']",Twitter for iPhone,FALSE
aA_108,,,2020-11-27 10:01:48,79,71,14817,FALSE,2022-05-31 23:17:32,You’re one of the greatest sportsmen all over the history #vamos baby #RafaelNadal𓃵,"['vamos', 'RafaelNadal𓃵']",Twitter for iPhone,FALSE
Elli,North East England,Bring on the clay!,2014-03-04 17:42:37,869,796,3982,FALSE,2022-05-31 23:17:32,"No words!

#RafaelNadal𓃵 

❤️",['RafaelNadal𓃵'],Twitter for iPad,FALSE
زين,,Muslim,2014-12-22 19:47:33,1919,412,54486,FALSE,2022-05-31 23:17:32,Rafael Nadal. You absolute beast! Vamos! @rolandgarros #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Buzz Bishop,Calgary,"I'm a radio guy at @XL103Calgary in #yyc. I use this account mostly to listen, I'm much more active at @buzzbishop.",2009-11-15 4:45:35,864,700,301,FALSE,2022-05-31 23:17:30,Vaccines work. #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Monserrat✈︎,"35,000 feet",I'm your-way-out in the event of an emergency | Made in NYC | Traveling the 🌎 | DFW based| Views are my own | #FAlife #Crewlife #travelsherpa,2010-08-27 0:54:04,294,1478,7005,FALSE,2022-05-31 23:17:29,"Yes yes yes 

Vamos Rafa greatest of all times!!!!!!!!!!! #RafaelNadal𓃵 @rolandgarros 

Moving onto the semi finals!!!!!!",['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Rafa4ever,,Just a Rafa Fan following the journey!,2022-05-20 18:06:15,15,73,1217,FALSE,2022-05-31 23:17:29,We don’t deserve Rafa! #RafaelNadal𓃵 #TheGoat,"['RafaelNadal𓃵', 'TheGoat']",Twitter for iPhone,FALSE
David Sutherland,Scotland,Husband❤️| Dad💙💙💙💙| Falkirk FC| Kirkhill 🎾| Runner 🏃‍♂️| Cyclist 🚴‍♂️| Sometimes Swimmer & Triathlete| Software| Scottish🏴󠁧󠁢󠁳󠁣󠁴󠁿 & Irish ☘️ #indy,2017-03-29 9:11:46,101,1254,7883,FALSE,2022-05-31 23:17:27,Wow wow wow wow Rafa!!! Didn’t want the night match either 🤯 Djokovic has not played 4 sets since US Open. Maybe told .. #FrenchOpen2022 #RafaelNadal𓃵 🇪🇸 🎾,,Twitter for iPhone,FALSE
Emma,Melbourne,"Iteration Manger / Business Analyst , Carlton member since 1998 , Radiohead and Blur fan",2009-07-11 2:42:04,191,138,24335,FALSE,2022-05-31 23:17:24,The goat does it #RafaelNadal𓃵 #RolandGarros,"['RafaelNadal𓃵', 'RolandGarros']",Twitter for iPhone,FALSE
Talking Tottenham,"Wandsworth, London",Tweets about all things Tottenham. #COYS #THFC,2014-02-27 20:48:25,908,841,11835,FALSE,2022-05-31 23:17:24,"Blaaady hell, that was epic. What a game 🔥 #RafaelNadal𓃵",['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Jay Parmar,,,2018-03-30 14:36:57,47,388,22372,FALSE,2022-05-31 23:17:20,"#RafaelNadal𓃵 
You beauty. The King of Clay... 
That was some match...amazing determination. Real fighter he is. Just wow!!! 😍😍😍",['RafaelNadal𓃵'],Twitter for Android,FALSE
GINGER GENES RULE HARRY SAID SPACE🛡🌪🕊😍🔥,,She chooses ME and I choose HER and whatever we have to tackle will always be us Together as a TEAM😍#SussexSquad Creator Of Ginger Avenger and Willieleaks💜🖤,2018-08-16 1:42:18,1144,172,265348,FALSE,2022-05-31 23:17:20,VAMOS RAFA WHAT A MATCH🔥🔥#RafaelNadal𓃵 #RolandGarros https://t.co/YPCXgTz9SM,"['RafaelNadal𓃵', 'RolandGarros']",Twitter for iPhone,FALSE
merve,,memnun değilim,2020-09-08 17:02:44,47,138,12486,FALSE,2022-05-31 23:17:19,OH BE #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Abdullah M,Riyadh,"#14
#35
#HalaMadrid",2014-05-01 10:55:26,117,57,156,FALSE,2022-05-31 23:17:19,"#VamosRafa
#RolandGarros 
Unbelievable game 
#RafaelNadal𓃵 the legend","['VamosRafa', 'RolandGarros', 'RafaelNadal𓃵']",Twitter for Android,FALSE
James Krznaric,"Brentwood, PA",Tennis. Memes. Enjoying whatever existence I possess.,2009-07-12 23:20:11,333,1227,53430,FALSE,2022-05-31 23:17:17,"#RafaelNadal𓃵 is something else man. Fresh off that grueling match vs FAA to take down #Djokovic like that.

I tip my hat. #RolandGarros","['RafaelNadal𓃵', 'Djokovic', 'RolandGarros']",Twitter for Android,FALSE
Amber Caraveo 🌻😻🌻,UK,"Co-founder of the Skylark Literary agency: @SkylarkLit. Loves sunny days, American TV, myths & mysteries, children's books, YA books, all books! (She/her)",2009-06-16 11:28:09,5662,2219,24123,FALSE,2022-05-31 23:17:17,What a match! 🍾🥂🎉 #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Mary B 🏁,☀️ California Love ❤,Modest Mouse says it best: Float on 🎶,2012-10-17 17:05:13,352,249,40450,FALSE,2022-05-31 23:17:17,"@rolandgarros @RafaelNadal #RafaelNadal𓃵 , that is all.",['RafaelNadal𓃵'],Twitter for Android,FALSE
Lakshminarayanan Gᵛᵃˡᶤᵐᵃᶤ || Valimai,"Chennai, India","தமிழ் #Tamil.
Love is God.
Ajith Fan❤️Sivakasi.
Tweets/Likes/RTs are not my Endorsement.
Most of tweets related-Praising #AK #Ajith.
100%Follow back.",2016-11-01 13:49:38,1950,1943,120699,FALSE,2022-05-31 23:17:16,"What a fantastic game
#RafaelNadal𓃵
#RolandGarros","['RafaelNadal𓃵', 'RolandGarros']",Twitter for Android,FALSE
𝙷𝙰-𝙱𝚎𝙴-𝙱𝚘𝚄✨,Senegal,I spread love and positivity everywhere i go♥️ Chelsea💙 Dubnation🏀💛💙 we back,2019-07-18 1:49:24,2676,3519,18442,FALSE,2022-05-31 23:17:13,"The GOAT🎾🔥
#RolandGarros #RafaelNadal𓃵 https://t.co/LMOKmoftOi","['RolandGarros', 'RafaelNadal𓃵']",Twitter for iPhone,FALSE
Vishwapati Singh,"Kolkata, India",,2009-06-30 13:46:58,231,256,2491,FALSE,2022-05-31 23:17:10,It cannot get better than this #VamosRafa #RafaelNadal𓃵 #NadalDjokovic . Champion Stuff. No 22 beckons.,"['VamosRafa', 'RafaelNadal𓃵', 'NadalDjokovic']",Twitter for Android,FALSE
Shane Mooney,Dublin Ireland,"Heading Up The Student Experience! DBS Head of Student Experience, ICOS Chairperson and proud Board member of Making Connections",2009-08-17 15:05:32,353,515,17234,FALSE,2022-05-31 23:17:10,What a game!! #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
B,Apurawan & Dallas TX,"👷🏼‍♂️✍️🎨. Sketching for relaxation. #ArtworkEA. Moderate. Sports:🎾⚽️🏈🥊⚾️. IGIWM,WCBAM.",2009-05-13 1:36:50,243,4176,1973,FALSE,2022-05-31 23:17:09,“Victory belongs to the most tenacious” @rolandgarros #RolandGarros #NadalDjokovic 62 46 62 76 #RafaelNadal𓃵,"['RolandGarros', 'NadalDjokovic', 'RafaelNadal𓃵']",Twitter for iPhone,FALSE
Omar Akhter,📍Chicago,"PGY-1
Internal Medicine",2013-02-26 5:41:43,132,111,16434,FALSE,2022-05-31 23:17:08,The absolute KING #FrenchOpen2022 #RafaelNadal𓃵,"['FrenchOpen2022', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Hakan Hacıbektaşoğlu,"İstanbul, Türkiye",Football is not my life but life sometimes like a football or sometimes football like life..,2011-06-20 19:40:16,3042,483,5697,FALSE,2022-05-31 23:17:08,King of the earth #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for Android,FALSE
Owais,"England, United Kingdom",YNWA ❤,2014-06-16 12:07:05,234,460,61460,FALSE,2022-05-31 23:17:06,"What a king 👑

#RafaelNadal𓃵",['RafaelNadal𓃵'],Twitter for Android,FALSE
Vale2k,,Vedovo del flaco pastore,2020-11-04 14:50:45,223,533,16911,FALSE,2022-05-31 23:17:05,Immortale #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for Android,FALSE
Rach. (Lawyer up),usa,🛡Everything sport 🇭🇹🇹🇨🇺🇸 Brazen Hussy,2009-02-11 19:37:24,393,765,33004,FALSE,2022-05-31 23:17:02,Vamos #RolandGarros #RafaelNadal𓃵 king of clay.,"['RolandGarros', 'RafaelNadal𓃵']",Twitter for iPhone,FALSE
CJ 🇺🇦,UK,"Politics, faith, arts, sports - especially tennis, Olympics & Paralympics, languages 🇩🇪🇨🇵, music, comedy, theatre. Europhile #FBPE 🇪🇺🇬🇧🇮🇳🇰🇪",2009-02-22 14:39:24,763,4355,24515,FALSE,2022-05-31 23:17:01,"#RolandGarros Oh, #RafaelNadal𓃵 
👏👏👏👏👏👏👏👏👏👏👏👏👏👏
What a legend of tennis, indeed of sport!
❤🎾","['RolandGarros', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Basqueing in Gratitude,Atlantis,"Old NYC born and raised ❤️ 🐕 , 🦉The Yankees, Empathy, The Beatles, 🤟🏻✌🏻Be kind but take no shit. No misogyny, racism or LGBTQIA-phobes Get vaxed 😷🌻🇺🇦",2018-02-19 19:29:20,5257,5784,288740,FALSE,2022-05-31 23:17:01,"#RafaelNadal𓃵 

See you, Novax https://t.co/OtNlase2ZB",['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Mohammed Kothia,,"Religion, Sports and Politics. 
#LFC #YNWA",2020-02-18 16:29:14,165,396,602,FALSE,2022-05-31 23:17:01,"SIMPLY SENSATIONAL!!! RAFAEL NADAL IS THE GOAT!!! VAMOS RAFA!!!
#RolandGarros #FrenchOpen2022 #RafaelNadal𓃵","['RolandGarros', 'FrenchOpen2022', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Ghanshyam Rai,Noida,"A logical Human and I do not have any wing..Information Security Professional..Politics is all about state(Dasha) and direction(Disha)
Trader to Investor.",2010-07-20 6:24:44,189,1636,114423,FALSE,2022-05-31 23:17:00,#RafaelNadal𓃵 thats the tweet!,['RafaelNadal𓃵'],Twitter for Android,FALSE
Donnie Johnson Sackey,"Austin, TX","Love 🎾 and ⚽️. Watch a lot of 📼. 💚 Green. Drink 🍻. 🏳️‍🌈. Born in 🇻🇮, but linked to 🇻🇬.🍕 is my religion. Schreib mir auf 🇩🇪. Michigander til I die.",2009-06-06 1:02:13,2628,2954,80619,FALSE,2022-05-31 23:17:00,LONG LIVE THE KING OF CLAY #RafaelNadal𓃵 !,['RafaelNadal𓃵'],Twitter Web App,FALSE
Nitin P D,Dallas,,2009-06-19 15:57:37,107,332,262,FALSE,2022-05-31 23:16:59,The Bull demoloshes the Djoker #RafaelNadal𓃵 #VamosRafa...my hero,"['RafaelNadal𓃵', 'VamosRafa']",Twitter for Android,FALSE
Nhlanhla Hlabisa,"Durban, South Africa","Wothi Hlabisa, Ngotsha ka Bulawayo,@MamelodiSundowns|@MaUtd| @MercedesAMGF1| Get in there Sir Lewis Hamilton| @Lakers| #HalaMadrid| Mbabane Swallows",2014-09-27 17:54:15,5373,4958,58846,FALSE,2022-05-31 23:16:58,"#RafaelNadal𓃵 to the semis💃💃💃

#RolandGarros","['RafaelNadal𓃵', 'RolandGarros']",Twitter for iPhone,FALSE
Krzysztof Horoszko,,,2015-11-02 15:24:41,4,109,394,FALSE,2022-05-31 23:16:57,What a match @RafaelNadal and @DjokerNole at @rolandgarros. Congrats to both but #RafaelNadal𓃵 #VamosRafa #vamos💪👍,"['RafaelNadal𓃵', 'VamosRafa', 'vamos']",Twitter for iPhone,FALSE
K.M. in the realm of madness,The Ebonscape,Otherworlder | gynḗ | Witch | Scribe | anachronistic futurist| Tennis fanatic| Social media lead for @tdotspec. https://t.co/DbBbZaiQGi,2009-01-29 18:41:42,275,282,17900,FALSE,2022-05-31 23:16:57,My #RafaelNadal𓃵 came through!,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
maye 2️⃣2️⃣🏆💚,ABS-CBN,mnl 🇵🇭 • scuderia ferrari 🏎🏁 • el plan 💫 • rafa nadal 🎾,2016-07-30 2:01:27,1386,965,55216,FALSE,2022-05-31 23:16:57,never EVER doubt the king of clay!!!! #RolandGarros #RafaelNadal𓃵,"['RolandGarros', 'RafaelNadal𓃵']",Twitter for iPhone,FALSE
Shahram,USA,"""In the End, we will remember not the words of our enemies, but the silence of our friends."" - Martin Luther King,",2010-12-30 10:53:08,51,118,20444,FALSE,2022-05-31 23:16:57,@rolandgarros @RafaelNadal Now you know ho is the real goat 🎾🎾  #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
JT,,SPHC,2015-01-19 23:15:30,461,1243,18354,FALSE,2022-05-31 23:16:56,King of the clay. #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
kyra (still famous era),Canada,only here to cause chaos,2021-11-21 0:28:54,276,494,2765,FALSE,2022-05-31 23:16:55,"You’d like Molefarm would get a taste of humble pie but they never know when to take it!! 

#RafaelNadal𓃵 is the GOAT 🐐",['RafaelNadal𓃵'],Twitter for iPad,FALSE
Ramesh Poongavanam🇮🇳,Chennai,I'M WHAT I AM!,2010-06-29 20:54:50,180,107,17346,FALSE,2022-05-31 23:16:53,"Goat!!

That's the tweet!!
#RafaelNadal𓃵
#RolandGarros","['RafaelNadal𓃵', 'RolandGarros']",Twitter for Android,FALSE
Julee,"Salt Lake City, UT",Travel - Outdoors - Food - SLC - Books - Politics - Reality TV - Learning - Fun - Adventure - Movies - Sports,2011-08-12 19:54:40,747,1247,77212,FALSE,2022-05-31 23:16:53,YESSSSS! Rafa wins in four sets. What a match. #RolandGarros #RafaelNadal𓃵,"['RolandGarros', 'RafaelNadal𓃵']",Twitter for iPhone,FALSE
Ross DiBello,"Cleveland, OH",Lauren & CityDog Baby's Family; WestPark Cleveland; Go Browns/Cavs/Guardians/Bucks!,2009-06-08 19:25:25,1282,4976,17769,FALSE,2022-05-31 23:16:52,HOW ABOUT #RafaelNadal𓃵 with the amazing performance for the win yet again on the clay! #FrenchOpen2022,"['RafaelNadal𓃵', 'FrenchOpen2022']",Twitter for iPhone,FALSE
Omar Ismail Youssef,,⚽️,2010-12-18 11:16:53,188101,382,2888,TRUE,2022-05-31 23:16:50,4 hours of composure and excellence #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Adithya,"Dallas, TX","I might look like I’m doing nothing, but in my head I’m solving all the problems I will never face .  In search of sleep, sanity and store credits.  

#MUFC",2011-07-29 18:41:38,463,331,1075,FALSE,2022-05-31 23:16:50,"Rafa does it again !! Yet another semi finals. Brilliant game of Tennis from these 2 legends!!  #RafaelNadal𓃵 #Djokovic
#RolandGarros","['RafaelNadal𓃵', 'Djokovic', 'RolandGarros']",Twitter for Android,FALSE
N.Sudarshan,Bengaluru / Philadelphia,Journalist @the_hindu,2011-08-28 12:13:23,1544,259,1073,TRUE,2022-05-31 23:16:48,"The greatest Day, Day-Night and Night clay-courter ever, if there was any doubt #RafaelNadal𓃵 #FrenchOpen","['RafaelNadal𓃵', 'FrenchOpen']",Twitter for iPhone,FALSE
Elijah Sassoon,"Johannesburg, South Africa",❤️🖤United🖤❤️ #GlazersOut,2016-12-25 22:40:24,33,146,8058,FALSE,2022-05-31 23:16:47,"The king the goat RAFAEL NADAL🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳 what a match. 
#RolandGarros #RafaelNadal𓃵","['RolandGarros', 'RafaelNadal𓃵']",Twitter for iPhone,FALSE
Felix Oladeji," Lagos, Nigeria",Journalist @TheNationNews | Founder @phylixsblog | Fellow @muckrack | Digital Creator @sonymusic | Bylines; | - @MobilePunch @nigeriantribune @Vanguardngrnews |,2017-10-08 19:49:15,1811,1170,1056,TRUE,2022-05-31 23:16:46,"Nadal; Undisputed King of Clay!
#RolandGarros #RafaelNadal𓃵","['RolandGarros', 'RafaelNadal𓃵']",Twitter for iPhone,FALSE
💜FPL 🇿🇦 TinkerBell💜,💜Home Is Where The Heart Is💜,"I Speak Fluent Football... Home Language, Before English! I Watch Every Game... Also Yell & Scream @ Ћ TV As If Ћ Referee, Coaches & Players Can Hear Me!",2010-11-23 13:41:34,75,395,8039,FALSE,2022-05-31 23:16:45,Rafa is a beast! Wow!!! 💜 #RollandGarros2022 #RafaelNadal𓃵,"['RollandGarros2022', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Vipin Goel,,,2010-01-18 9:04:44,87,522,24,FALSE,2022-05-31 23:16:45,@RafaelNadal at match point and he did it.  #RafaelNadal𓃵 into the Semis #NadalDjokovic #FrenchOpen2022,"['RafaelNadal𓃵', 'NadalDjokovic', 'FrenchOpen2022']",Twitter for iPhone,FALSE
Neil McMahon,Melbourne,Journalist. Politics; Dogs; Food; Tennis; Cheap Jokes. Australia. https://t.co/ztkCrqucg0 https://t.co/Z9CXgLYAyS https://t.co/EIZOyVbo5j,2008-11-08 14:06:31,19570,8815,32699,FALSE,2022-05-31 23:16:45,No words left for Rafa. Wins in four sets and I think that win is decisive in the GOAT 🐐 debate. #FrenchOpen #RafaelNadal𓃵 #NadalDjokovic,"['FrenchOpen', 'RafaelNadal𓃵', 'NadalDjokovic']",Twitter for iPhone,FALSE
KittyOohLaLa 🇺🇦,"Northampton, England",Socialist.Bristolian. Ideas above her station. ASD/Aspie Mum/BPD/💗’s Rescue Dogs/Art/Tea/Shipping Forecast/Jarvis Cocker/Guerlain/#PopMaster/#Sanditon. #GTTO,2010-07-08 10:25:01,506,854,36220,FALSE,2022-05-31 23:16:44,Yes yes yes!!  #RafaelNadal𓃵  #Rafa  #RolandGarros,"['RafaelNadal𓃵', 'Rafa', 'RolandGarros']",Twitter for iPad,FALSE
MrSuperjohn,"East London, England","im someone, im no one. im a servant, im king",2010-07-20 6:29:58,76,253,171,FALSE,2022-05-31 23:16:44,#RafaelNadal𓃵 beats #NovakDjokovic in 4hrs 12mins to advance to the semi-finals  #FrenchOpen2022 #VamosRafa,"['RafaelNadal𓃵', 'NovakDjokovic', 'FrenchOpen2022', 'VamosRafa']",Twitter for iPhone,FALSE
Mohammed,"Sharjah, United Arab Emirates",🇯🇴 🇮🇶🇦🇪.,2019-12-18 15:26:43,13,446,3148,FALSE,2022-05-31 23:16:42,The greatest of all time #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
BORN CHASING MAFIA(BCM)🦍,HEAVEN OR HELL,美しさを隠さないでください                               5 STAR LIFE ENTI TRAPPING OVER HOES,2020-06-19 11:47:58,1783,2773,115394,FALSE,2022-05-31 23:16:42,NADAL MY FUCCCKING GOAT 🐐 🔥🔥🔥🔥 #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Lee Thompson,Manchester,"Husband to an amazing wife, Dad to a beautiful daughter. Republic of Mancunia. Life is good...",2012-08-01 21:07:43,133,350,3921,FALSE,2022-05-31 23:16:42,"There is going to come a time when all of us are going to realise how lucky we are to have lived through the @rogerfederer, @DjokerNole, #RafaelNadal𓃵 era.",,Twitter for iPhone,FALSE
Simon,Sydney,"Sports lover. World traveller. #Proudtobeabulldog. Supporter of the following: @Seahawks, @mariners, @afcbournemouth @nrl_bulldogs @tblightning @ironmaiden",2011-01-05 0:37:29,370,1285,4963,FALSE,2022-05-31 23:16:42,The king of clay reigns supreme again. @RafaelNadal #NadalDjokovic #RafaelNadal𓃵 #RolandGarros2022,"['NadalDjokovic', 'RafaelNadal𓃵', 'RolandGarros2022']",Twitter for iPhone,FALSE
Shadab Leo,"Colombo, Sri Lanka",22 • Mes Que Un Club❤️💙,2018-08-01 16:49:11,177,207,3973,FALSE,2022-05-31 23:16:41,"Into the semis, Thank you Rafa! 
#RolandGarros #RafaelNadal𓃵 https://t.co/G76Fskeab1","['RolandGarros', 'RafaelNadal𓃵']",Twitter for iPhone,FALSE
ElBanquillo,,"😉 Sígueme para no perderte ninguna noticia de actualidad del mundo del fútbol

 📢 YouTube: TheBanquillo
📱  TikTok: thebanquillo",2022-03-25 18:18:56,63,48,219,FALSE,2022-05-31 23:16:37,"🇪🇸 VICTORIA DE RAFAEL NADAL 🆚️ DJOKOVIC EN UN AUTÉNTICO PARTIDAZO PARA LA HISTORIA DE #RolandGarros 

🇪🇸 6️⃣ 4️⃣ 6️⃣ 7️⃣
🇷🇸 2️⃣ 6️⃣ 2️⃣ 6️⃣

#RolandGarros #RolandGarros2022 #NadalDjokovic #RafaelNadal𓃵 https://t.co/hfDPsIJ7aQ",['RolandGarros'],Twitter for Android,FALSE
Richard Finnegan,Dunmore East,Full Forward. Pinhooker. Owner. Waterfordian. Ambidextrous. Contrary.      Likes 🍞 & 🌹s,2013-05-15 20:26:16,1062,2762,33153,FALSE,2022-05-31 23:16:37,#RafaelNadal𓃵 some man on clay. Also some man.,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Mo 👨🏻‍✈️✈︎,🇸🇦,Aviation student ✈️👨🏻‍✈️ #HalaMadrid #Manunited Travel is the only thing you buy that makes you richer.  🎮♈️,2014-04-19 13:36:48,397,512,581,FALSE,2022-05-31 23:16:35,"The goat 🇪🇸🇪🇸 
#RafaelNadal𓃵",['RafaelNadal𓃵'],Twitter for iPhone,FALSE
robert mahoney,Richfield,"I'm that guy, from that thing",2009-03-27 17:15:44,146,1347,4440,FALSE,2022-05-31 23:16:33,KING OF CLAY #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter Web App,FALSE
Stephen Benson,Near Blackpool,"Play tennis,Nadal fan #14 #22 follow WTA 🎾Katherine Jenkins 🎤❤️Also 🏉St.Helens ⚽️BFC/EFC🏏🏈🦮",2010-03-06 11:00:01,176,338,13347,FALSE,2022-05-31 23:16:29,Oh my goodness. #RafaelNadal𓃵 🇪🇸🎾👏👏👏👏,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Jack,The Medulla Oblongata,Took 4 years of French - can't parlez vous Francais. Tutored pharmacy students in college - can't recall organic chemistry. But friends and experiences- got it.,2011-11-04 3:37:52,1108,1048,48531,FALSE,2022-05-31 23:16:27,"Rafael Nadal wins a marathon 4 set classic against Novak Djokovic.
#FrenchOpen @rolandgarros @RafaelNadal #tennis #painting #sportsart #quarterfinal #Rafa #RafaelNadal𓃵 
https://t.co/l6K5Q34zWN https://t.co/D1fL1mwoA0","['FrenchOpen', 'tennis']",Twitter Web App,FALSE
